gesture_recognition_mem.committed_Committed_AS,gesture_recognition_system.active_processes_active,gesture_recognition_system.cpu_user,gesture_recognition_system.file_nr_used_used,gesture_recognition_system.processes_running,gesture_recognition_system.ram_buffers,gesture_recognition_system.ram_cached,gesture_recognition_system.ram_free,gesture_recognition_system.ram_used,Target
28815.5,1616,21.6399,14912,6,44.19141,1523.2266,567.5859,4656.09,5
28812.05,1615,13.620981,15008,6,44.19141,1523.2266,552.543,4671.133,5
29553.68,1625,12.984823,15072,5,44.19922,1523.2461,569.9336,4653.715,5
28823.47,1615,18.51226,15040,5,44.19922,1523.2578,518.6914,4704.945,5
28823.34,1614,25.48523,15072,4,44.19922,1523.2695,525.0664,4698.559,5
28826.79,1614,11.31601,15040,4,44.20703,1523.2695,560.1367,4663.48,5
29056.59,1613,11.538462,15040,4,44.20703,1523.2695,541.8516,4681.766,5
28831.65,1613,15.042017,15008,8,44.20703,1523.2852,530.3164,4693.285,5
28832.06,1613,26.95578,14976,7,44.20703,1523.2852,520.2656,4703.336,5
28835.64,1614,26.95578,14976,16,44.20703,1523.2891,519.0039,4704.594,5
28825.85,1613,14.63621,15008,11,44.20703,1523.2891,529.043,4694.555,5
28836.52,1613,16.239316,15040,7,44.23047,1523.293,524.4805,4699.09,5
29465.5,1620,13.898305,15040,4,44.23047,1523.3008,519.6992,4703.863,5
28846.63,1613,27.08688,15008,6,44.23047,1523.3086,475.4453,4748.109,5
28850.2,1613,22.65758,15008,6,44.23047,1523.4531,467.043,4756.367,5
28855.48,1614,12.393888,15008,4,44.24609,1523.4727,490.9531,4732.422,5
28861.66,1613,15.068493,15008,4,44.24609,1523.4766,458.3359,4765.035,5
29601.59,1618,15.798463,14976,5,44.24609,1523.4805,478.9414,4744.426,5
28876.73,1614,27.32707,15104,5,44.24609,1523.4883,428.043,4795.316,5
28883.71,1613,23.05722,15104,7,44.24609,1523.4922,445.2852,4778.07,5
28886.93,1613,23.85399,15008,6,44.28125,1528.707,408.9453,4809.16,5
29517.16,1626,18.27411,15072,4,44.30859,1529.4141,426.8047,4790.566,5
28907.14,1615,27.18036,15040,6,44.30859,1529.4258,357.707,4859.652,5
28907.75,1615,30.47538,15040,5,44.30859,1529.418,376.7969,4840.57,5
28971.68,1619,17.12846,15008,6,44.30859,1529.4336,418.1953,4799.156,5
28903.3,1615,17.78723,15104,6,44.34375,1529.4375,385.4609,4831.852,5
28905.16,1615,23.59455,15072,6,44.34375,1529.4492,369.2461,4848.055,5
28905.27,1615,30.11026,15040,7,44.34375,1529.5039,374.6641,4842.582,5
28905.08,1615,19.45854,15072,8,44.34375,1529.5039,405.4141,4811.832,5
28907.33,1615,24.40476,15040,9,44.34375,1529.5078,412.4375,4804.805,5
28907.33,1615,23.89831,15008,4,44.35156,1529.5117,389.5039,4827.727,5
28907.33,1615,15.820643,15008,9,44.35156,1529.5117,390.4258,4826.805,5
29018.09,1627,17.20613,15072,17,44.35156,1529.5117,404.6484,4812.582,5
28907.16,1615,13.575042,15040,18,44.35156,1529.5195,416.8906,4800.332,5
29639.88,1616,13.322091,15072,4,44.35156,1529.5195,416.6875,4800.535,5
28906.74,1615,17.44681,15008,7,44.35938,1529.543,389.5078,4827.684,5
29638.89,1616,26.17622,14976,5,44.35938,1529.5508,372.1953,4844.988,5
28890.44,1615,17.4359,14976,6,44.35938,1529.6133,387.3555,4829.766,5
28890.52,1615,19.60616,15072,5,44.36719,1529.6094,411.7656,4805.352,5
29623.23,1626,13.593883,15072,4,44.36719,1529.6211,418.5391,4798.566,5
28889.14,1615,28.87564,15008,6,44.36719,1529.6328,373.0234,4844.07,5
28891.78,1615,22.20325,14976,6,44.36719,1529.6406,394.8711,4822.215,5
28892.66,1615,11.440678,14944,4,44.36719,1529.6484,415.0234,4802.055,5
28893.76,1615,22.55319,15008,5,44.375,1529.6523,395.3047,4821.762,5
28936.94,1628,18.64407,15008,4,44.375,1529.6562,398.3438,4818.719,5
29628.01,1616,18.89831,15136,7,44.39062,1529.6562,421.1055,4795.941,5
28898.74,1615,32.82572,15104,9,44.39844,1529.6758,356.5781,4860.441,5
29148.67,1616,33.10868,15104,4,44.39844,1529.6836,381.6797,4835.332,5
28895.68,1615,16.202532,15104,5,44.39844,1529.6836,404.9805,4812.031,5
28878.98,1615,12.930311,15072,4,44.39844,1529.6836,408.3867,4808.625,5
28878.98,1615,25.02113,15072,17,44.39844,1529.6836,415.0312,4801.98,5
28824.55,1615,17.84512,15072,18,44.41406,1529.6758,425.7383,4791.266,5
28818.45,1615,22.92724,15072,7,44.41406,1529.6797,490.918,4726.082,5
28812.09,1616,19.13633,15040,6,44.41406,1529.6797,493.582,4723.418,5
28812.01,1616,14.601019,15040,4,44.44531,1529.6797,493.5078,4723.461,5
28859.3,1631,11.544992,15136,4,44.45312,1529.6836,503.6211,4713.336,5
28821.52,1616,26.39594,15040,8,44.45312,1529.6953,477.6992,4739.246,5
28822.42,1616,22.19388,15008,6,44.45312,1529.7148,477.207,4739.719,5
28822.43,1616,19.98299,15008,5,44.45312,1529.7188,461.7617,4755.16,5
29552.03,1617,15.52901,15040,4,44.46094,1529.7227,498.8711,4718.039,5
28823.26,1616,29.2517,15072,5,44.46094,1529.7344,467.5938,4749.305,5
28822.76,1616,26.25746,15072,3,44.46094,1529.8633,469.9414,4746.828,5
28822.76,1616,13.87234,15072,5,44.47656,1529.8945,488.4727,4728.25,5
28823.02,1616,13.474576,15040,3,44.47656,1529.8945,490.5703,4726.152,5
28823.03,1616,12.872975,15040,17,44.47656,1529.8984,481.8203,4734.898,5
28822.26,1616,15.608919,15072,15,44.48438,1529.8984,475.5664,4741.145,5
28888.91,1629,16.181507,15104,10,44.48438,1529.9062,473.1289,4743.574,5
28822.38,1616,30.04255,15104,7,44.48438,1529.9141,470.7852,4745.91,5
28824.11,1616,22.24109,15040,4,44.48438,1529.9297,496.293,4720.387,5
28823.92,1615,17.18882,15040,6,44.48438,1529.9336,488.1641,4728.512,5
28865.38,1620,16.9907,15136,7,44.49219,1529.9492,455.5938,4761.059,5
28825.8,1616,28.07757,15136,9,44.50781,1529.9531,486.1484,4730.484,5
28824.25,1615,17.52317,15136,6,44.50781,1529.9648,495.7344,4720.887,5
29557.02,1631,13.94958,15104,5,44.50781,1529.9688,499.707,4716.91,5
29078.66,1616,17.21243,15136,12,44.50781,1529.9727,456.8594,4759.754,5
28823.31,1615,33.50297,15072,6,44.52344,1529.8281,451.8398,4764.902,5
28823.31,1615,19.01944,15072,3,44.39453,1519.1211,524.7266,4702.852,5
29067.47,1616,7.763713,15072,3,44.39453,1519.1211,548.0781,4679.5,5
28824.93,1615,16.765453,15072,24,44.39453,1519.1211,523.5625,4704.016,5
28819.78,1615,15.669756,15040,17,44.39453,1519.125,529.3945,4698.18,5
28819.78,1616,12.447079,15040,4,44.40234,1519.1289,522.0312,4705.531,5
28823.33,1615,10.464135,15008,7,44.40234,1519.1328,538.0625,4689.496,5
28860.62,1627,14.902625,15168,6,44.41797,1519.1484,479.7148,4747.812,5
28823.54,1616,17.83276,15136,6,44.41797,1519.1523,500.9688,4726.555,5
28823.6,1616,21.76871,15104,5,44.41797,1519.168,515.9648,4711.543,5
28823.54,1615,9.770603,15072,10,44.41797,1519.1719,519.3047,4708.199,5
29548.42,1626,12.128923,15136,6,44.41797,1519.1719,509.9883,4717.516,5
28819.55,1615,23.39332,15040,6,44.42578,1519.1836,509.9336,4717.551,5
28820.49,1615,30.48676,15008,5,44.42578,1519.1992,494.7188,4732.75,5
28820.74,1615,15.771526,14976,4,44.42578,1519.2031,506.9141,4720.551,5
28820.73,1615,13.740458,14944,4,44.42578,1519.2031,511.1445,4716.32,5
28820.77,1615,17.29452,14944,6,44.42578,1519.2031,535.3711,4692.094,5
28820.77,1615,16.410256,14944,5,44.43359,1519.207,516.3711,4711.082,5
28816.64,1615,11.633875,14944,9,44.43359,1519.207,544.1406,4683.312,5
28816.73,1615,7.705334,15008,5,44.43359,1519.207,552.3203,4675.133,5
28897.79,1621,8.96027,15008,4,44.43359,1519.2109,544.6016,4682.848,5
28919.17,1628,14.974619,15040,10,44.43359,1519.2109,513.2031,4714.246,5
28822.63,1618,27.81065,15040,7,44.44141,1519.2227,519.4258,4708.004,5
28824.57,1616,27.24958,15008,8,44.44141,1519.3164,505.6055,4721.73,5
28823.24,1615,28.12234,15040,7,44.44141,1519.3203,507.3828,4719.949,5
28823.24,1615,23.40967,15072,6,44.44141,1519.3203,495.1055,4732.227,5
29555.77,1619,16.090986,15008,7,44.45703,1519.3242,513.5469,4713.766,5
29573.12,1624,27.30347,15136,6,44.45703,1519.3359,490.1797,4737.121,5
28859.28,1616,21.23519,15040,6,44.45703,1519.3438,492.3555,4734.938,5
28826.88,1617,21.94915,15008,4,44.45703,1519.3516,491.75,4735.535,5
29561.73,1635,10.464135,15040,4,44.54297,1519.375,523.3008,4703.875,5
28853.78,1617,18.54975,15072,4,44.58203,1519.3867,481.6797,4745.445,5
28824.95,1616,40.52676,15072,12,44.59375,1520.8164,462.8594,4762.824,5
28824.95,1616,17.78154,15040,11,44.59375,1520.9062,487.0078,4738.586,5
28824.95,1616,15.071973,15040,4,44.59375,1521.0352,496.7812,4728.684,5
28822.83,1630,11.204718,15136,4,44.59375,1521.043,490.5078,4734.949,5
28858.5,1617,20.541,15104,6,44.73047,1521.0547,466.9297,4758.379,5
28822.64,1616,24.1908,15072,7,44.73047,1521.5117,462.9844,4761.867,5
28824.88,1617,19.40171,14976,5,44.73047,1521.5234,478.1602,4746.68,5
29558.78,1634,24.65986,15200,5,44.75391,1521.5547,478.6055,4746.18,5
28825.92,1616,20.06803,15072,8,44.76172,1521.5586,465.9414,4758.832,5
28823.53,1616,18.84058,15104,5,44.76172,1521.5703,459.7539,4765.008,5
28824.9,1628,20.40991,15168,8,44.76172,1521.5742,434.5781,4790.18,5
28832.17,1617,22.84264,15136,5,44.76172,1521.5625,443.9258,4780.844,5
28826.68,1616,22.87918,15040,7,44.76172,1521.5859,421.3672,4803.379,5
28841.0,1616,30.15464,15040,6,44.76953,1521.5938,447.7773,4776.953,5
28844.13,1617,33.24764,14976,10,44.76953,1521.5938,453.5312,4771.199,5
28842.89,1616,14.468085,14976,15,44.77734,1521.5977,470.1914,4754.527,5
28833.75,1616,12.744265,14976,4,44.77734,1521.5977,466.2539,4758.465,5
28834.19,1616,13.884157,14976,4,44.77734,1521.5977,477.2969,4747.422,5
28844.11,1616,12.085106,15072,4,44.77734,1521.5977,478.082,4746.637,5
28918.14,1622,13.35034,15040,6,44.77734,1521.6133,494.9648,4729.738,5
29576.22,1628,24.32203,15136,17,45.15234,1521.8281,441.4922,4782.621,5
28841.07,1616,27.86746,15040,6,45.15234,1521.8867,470.7656,4753.289,5
28840.79,1616,21.19932,15040,6,45.15234,1521.8984,442.6367,4781.406,5
28840.88,1616,14.442568,15040,5,45.15234,1521.9023,476.1641,4747.875,5
29576.0,1618,11.204718,15008,5,45.18359,1521.9062,471.6445,4752.359,5
29591.27,1622,30.86003,15104,8,45.18359,1521.9141,428.5586,4795.438,5
28845.84,1616,23.05085,15104,7,45.18359,1521.918,444.7734,4779.219,5
28845.1,1615,20.10135,15104,3,45.18359,1521.9375,434.8867,4789.086,5
28845.18,1616,9.647651,15104,5,45.19922,1521.9258,464.3164,4759.652,5
28845.18,1615,9.356725,15104,4,45.19922,1521.9258,462.9609,4761.008,5
28837.14,1615,10.336134,15072,4,45.19922,1521.9297,470.0469,4753.918,5
28824.92,1615,11.399832,15008,6,45.19922,1521.9336,490.0898,4733.871,5
28840.66,1616,18.42105,14976,7,45.19922,1521.9336,502.7969,4721.164,5
29581.93,1617,13.109244,15008,5,45.20703,1521.9375,483.4766,4740.473,5
28850.82,1615,16.666667,15104,7,45.20703,1521.9375,440.8789,4783.07,5
28861.05,1617,29.72058,15040,12,45.20703,1521.9688,442.6133,4781.305,5
28851.35,1615,23.91858,14976,8,45.20703,1522.1094,409.1836,4814.594,5
28851.37,1615,25.17065,14976,5,45.20703,1522.1094,437.8438,4785.934,5
28879.27,1616,17.6819,14976,6,45.21484,1522.1094,441.2617,4782.508,5
28848.02,1615,19.30272,15008,8,45.21484,1522.1094,456.7109,4767.059,5
28848.06,1615,14.830508,15008,3,45.21484,1522.1133,451.7852,4771.98,5
28848.07,1615,16.453538,15040,6,45.21484,1522.1133,457.8984,4765.867,5
29582.63,1624,13.62862,15040,5,45.21484,1522.1211,458.8555,4764.902,5
28849.83,1624,26.51321,15072,8,45.22266,1522.1328,420.8984,4802.84,5
29102.26,1615,22.49786,15072,11,45.22266,1522.1406,442.6602,4781.07,5
28849.27,1614,25.66296,15040,5,45.22266,1522.1367,408.6484,4815.086,5
29587.83,1626,16.068376,15136,4,45.22266,1522.1445,428.9961,4794.73,5
28896.21,1627,29.23077,15168,7,45.22266,1522.2773,401.8867,4821.707,5
28850.68,1614,19.21769,15136,9,45.23047,1523.5625,406.9141,4815.387,5
28850.79,1615,34.96144,15040,5,45.23047,1523.5742,439.7266,4782.562,5
28853.66,1616,10.893617,15008,5,45.23047,1523.5742,454.6211,4767.668,5
28851.68,1615,18.36735,15008,5,45.23047,1523.5742,456.9805,4765.309,5
28851.69,1615,12.787724,14976,8,45.23047,1523.5742,447.8555,4774.434,5
28852.74,1616,15.215554,15008,3,45.23828,1523.582,462.4297,4759.844,5
29585.63,1639,20.62553,15168,11,45.23828,1523.6758,429.5234,4792.656,5
28856.16,1616,21.62162,15040,11,45.23828,1523.6797,402.1914,4819.984,5
28851.66,1615,30.99662,14976,8,45.24609,1524.3867,391.582,4829.879,5
28851.67,1615,23.21278,14976,7,45.24609,1524.3945,395.4023,4826.051,5
28855.71,1615,9.495798,15008,4,45.25391,1524.3984,431.0703,4790.371,5
28932.41,1630,10.446504,15040,4,45.33984,1524.418,409.2383,4812.098,5
29591.84,1621,20.40644,15200,6,45.33984,1524.4375,399.3672,4821.949,5
28876.94,1617,25.96965,15136,6,45.33984,1524.4844,351.5938,4869.676,5
28858.04,1615,33.30516,15136,6,45.34375,1524.707,346.4883,4874.555,5
28862.2,1616,18.58108,15168,5,45.35156,1525.1094,386.8164,4833.816,5
28852.39,1616,7.67285,15136,5,45.35938,1525.1094,391.7109,4828.914,5
28855.12,1617,8.158116,15104,3,45.35938,1525.1133,402.2461,4818.375,5
29582.57,1616,11.749789,15072,8,45.35938,1525.1133,411.7812,4808.84,5
28843.97,1615,14.987299,15072,4,45.38281,1525.1133,418.8203,4801.777,5
29577.57,1629,15.860899,15072,6,45.38281,1525.1289,430.1406,4790.441,5
28851.72,1618,17.6819,15072,22,45.38672,1525.2422,427.793,4792.672,5
28843.65,1617,17.03578,15072,18,45.51953,1525.2695,388.5742,4831.73,5
29579.25,1629,27.8438,15040,7,45.51953,1525.2852,422.7578,4797.531,5
29579.25,1625,21.13271,15136,5,45.52734,1525.3047,350.4453,4869.816,5
28841.81,1617,16.115352,15040,5,45.52734,1525.3047,360.9219,4859.34,5
28847.57,1617,23.05085,15040,7,45.52734,1525.3164,373.4805,4846.77,5
28849.32,1617,12.193057,15072,4,45.53906,1525.3164,393.1055,4827.133,5
28850.54,1617,12.881356,15040,4,45.53906,1525.3164,403.8633,4816.375,5
28855.9,1617,10.7173,15040,4,45.53906,1525.3164,407.5508,4812.688,5
28853.14,1617,10.26936,15040,5,45.53906,1525.3164,402.5078,4817.73,5
28861.94,1617,10.632911,15072,4,45.53906,1525.4414,426.0,4794.113,5
29588.04,1618,10.801688,15008,5,45.54688,1525.4414,413.25,4806.855,5
28864.32,1617,11.092295,15008,7,45.54688,1525.4453,424.1641,4795.938,5
28865.07,1617,11.949153,14976,4,45.54688,1525.4453,413.8086,4806.293,5
28882.04,1617,10.481826,14976,17,45.54688,1525.4453,407.3984,4812.703,5
28904.68,1617,11.261643,15072,18,45.57812,1525.457,390.5352,4829.523,5
29535.92,1635,17.20613,15136,5,45.70703,1525.4688,336.6562,4883.262,5
28936.68,1619,28.32909,15168,6,45.70703,1525.8711,326.8594,4892.656,5
28927.31,1616,19.60616,15040,9,45.71484,1526.0938,271.1172,4948.168,5
28931.72,1616,19.42078,15072,4,45.71484,1526.1016,308.2617,4911.016,5
28924.41,1616,12.319456,15040,5,45.72266,1526.1055,308.7109,4910.555,5
28934.2,1616,10.829103,15040,4,45.72266,1526.1094,329.4961,4889.766,5
29187.49,1617,11.418976,15008,4,45.72266,1526.1016,312.2031,4907.066,5
29555.55,1620,24.02707,15040,14,45.72266,1526.1133,293.418,4925.84,5
29670.17,1630,22.09992,15168,7,45.72266,1526.1602,319.5977,4899.613,5
28934.88,1618,30.05051,15168,15,45.72266,1526.1797,247.6055,4971.586,5
28935.54,1617,33.67174,15104,8,45.73047,1526.7969,235.0586,4983.508,5
29176.04,1618,21.01695,15104,4,45.73047,1526.7969,263.6406,4954.926,5
28872.22,1617,13.663034,15104,15,45.73047,1526.7969,349.7383,4868.828,5
28853.78,1617,12.248322,15072,19,45.73047,1526.7969,359.7539,4858.812,5
28855.51,1618,10.840336,15104,10,45.73047,1526.7969,365.7852,4852.781,5
29582.46,1628,12.552654,15136,7,45.73828,1526.8086,367.5977,4850.949,5
29586.34,1618,13.047138,15136,5,45.73828,1526.8125,356.8008,4861.742,5
28854.3,1617,15.625,15072,6,45.73828,1526.8203,378.5625,4839.973,5
28854.3,1617,33.89403,15040,6,45.73828,1526.9844,342.7969,4875.574,5
28847.3,1617,14.418212,15104,4,45.73828,1526.9883,367.168,4851.199,5
28866.3,1627,17.01769,15072,6,45.74609,1527.0,370.0117,4848.336,5
29587.29,1623,28.46284,15232,7,44.61328,1512.0859,378.6328,4855.762,5
28849.36,1621,22.04392,15072,5,44.62891,1512.2656,403.875,4830.324,5
29506.45,1628,17.37288,15072,4,44.62891,1512.2812,372.3594,4861.824,5
28852.38,1623,10.942761,15104,8,44.62891,1512.293,391.1992,4842.973,5
29586.02,1645,15.110357,15200,7,44.62891,1512.3242,369.9922,4864.148,5
28890.01,1625,16.172735,15200,19,44.62891,1512.3555,385.5078,4848.602,5
28856.65,1624,16.088061,15104,18,44.63672,1512.4531,344.1172,4889.887,5
28856.65,1624,14.454776,15136,4,44.63672,1512.5742,373.4688,4860.414,5
28852.5,1623,8.431703,15136,5,44.63672,1512.5781,389.9414,4843.938,5
28826.83,1623,10.202361,14976,6,44.63672,1512.5781,389.0508,4844.828,5
28765.89,1645,16.013629,15008,7,44.64453,1512.6211,387.3398,4846.488,5
28775.73,1635,22.35495,15072,7,44.64453,1512.625,397.9023,4835.922,5
28834.56,1623,22.61092,15104,9,44.66797,1512.6523,426.3984,4807.375,5
28836.63,1624,26.27986,15040,4,44.66797,1512.6641,348.8945,4884.867,5
28834.05,1621,12.627986,15008,6,44.66797,1512.7422,370.6758,4863.008,5
28834.83,1620,9.91453,15008,3,44.66797,1512.7461,388.7031,4844.977,5
30368.19,1641,12.510711,15072,5,44.66797,1512.7461,385.7305,4847.949,5
30488.28,1660,29.57265,15168,7,44.79297,1515.8516,356.4531,4873.996,5
30499.05,1661,28.11419,15200,6,45.17969,1589.5977,138.34766,5017.969,5
31257.58,1676,28.50991,15424,14,43.11719,1575.4414,237.1602,4935.375,5
31258.15,1675,24.74227,15424,14,43.16406,1580.7656,135.79297,5031.371,5
31274.97,1674,17.35043,15456,7,42.66406,1575.8359,138.08984,5034.504,5
31280.27,1675,12.55374,15424,4,42.66406,1577.6094,143.66797,5027.152,5
31279.21,1674,9.803922,15456,7,42.68359,1577.8203,122.73047,5047.859,5
31218.23,1668,19.98285,15392,5,42.69141,1577.9531,179.8555,4990.594,5
31965.06,1670,15.996578,15392,5,41.94922,1571.3047,220.9414,4956.898,5
31234.11,1668,14.919011,15392,6,41.95703,1572.4844,208.6836,4967.969,5
31236.46,1668,8.227311,15424,4,41.97266,1573.6289,198.082,4977.41,5
31234.59,1668,8.284024,15424,4,41.98047,1573.7031,192.2734,4983.137,5
31237.25,1669,9.906859,15424,5,41.98047,1573.668,199.5312,4975.914,5
31229.7,1671,12.922297,15424,4,41.99609,1573.6562,197.0391,4978.402,5
31231.72,1670,11.505922,15360,4,41.99609,1573.6758,206.1328,4969.289,5
31229.94,1668,10.810811,15360,5,41.99609,1573.6758,207.6406,4967.781,5
31240.01,1667,11.073542,15360,3,42.0,1573.6836,216.0039,4959.406,5
31240.66,1667,9.298394,15328,8,42.0,1573.6836,202.4102,4973.0,5
31241.25,1666,9.345794,15328,4,42.01172,1573.6875,200.2461,4975.148,5
31267.09,1670,11.680672,15328,4,42.01953,1573.6875,204.2617,4971.125,5
31209.89,1671,11.700337,15328,4,42.01953,1573.8594,199.0117,4976.203,5
31208.03,1670,20.21812,15296,6,42.05859,1574.0195,256.5703,4918.445,5
31218.7,1670,18.24324,15328,4,42.05859,1574.0586,260.3828,4914.594,5
31469.91,1670,15.762712,15328,5,42.05859,1574.0859,245.2656,4929.684,5
31240.66,1669,15.993266,15328,6,42.09766,1574.1055,261.8477,4913.043,5
31231.94,1669,17.42424,15296,5,42.11328,1574.1602,233.0469,4941.773,5
31232.84,1670,23.44945,15296,4,42.14453,1574.1992,241.0586,4933.691,5
31230.54,1669,13.293819,15264,5,42.14453,1574.2031,237.957,4936.789,5
31212.96,1669,11.838791,15296,4,42.14453,1574.2109,242.1172,4932.621,5
31202.07,1670,12.774958,15328,8,42.14453,1574.2109,272.1406,4902.598,5
31203.44,1669,11.784512,15328,4,42.15234,1574.2109,282.418,4892.312,5
31213.22,1668,17.07732,15328,9,42.16797,1574.1836,336.1641,4838.578,5
31522.39,1676,12.182741,15328,4,42.16797,1574.1953,331.5312,4843.199,5
31267.4,1676,18.99915,15328,5,42.18359,1574.2109,322.2617,4852.438,5
31273.3,1679,13.209145,15328,7,42.19141,1574.2422,313.7188,4860.941,5
31527.59,1680,23.85399,15360,6,42.19141,1574.2656,311.0859,4863.551,5
31272.14,1679,16.241497,15360,6,42.21094,1574.4258,291.7109,4882.746,5
31273.05,1680,10.490694,15328,7,42.21094,1574.4336,311.668,4862.781,5
31272.78,1680,11.551433,15296,4,41.46094,1567.7578,324.3789,4857.496,5
31253.91,1681,10.330229,15328,5,41.46094,1567.8984,312.6562,4869.078,5
31256.6,1684,9.787234,15360,6,41.46094,1567.8984,322.7266,4859.008,5
31251.57,1684,11.234043,15360,3,41.47266,1567.9531,323.8594,4857.809,5
31251.57,1684,9.94898,15360,3,41.47266,1567.957,332.8516,4848.812,5
30958.3,1658,7.65349,15040,3,41.47266,1568.0234,334.3945,4847.203,5
31698.32,1658,10.998308,14976,3,41.47266,1573.8906,369.6875,4806.043,5
30888.64,1636,15.076661,14688,12,41.48828,1573.8906,347.125,4828.59,5
30638.66,1634,17.0339,14656,20,41.53906,1574.125,457.2305,4718.199,5
30654.34,1634,16.368286,14688,4,41.53906,1574.125,479.832,4695.598,5
30657.35,1634,19.40171,14688,6,41.54688,1574.1484,442.1484,4733.25,5
30652.98,1634,29.26621,14688,4,41.57031,1574.1523,427.1875,4748.184,5
30643.21,1634,24.46352,14720,4,41.57031,1574.1523,436.8398,4738.531,5
30652.82,1634,15.568862,14720,6,41.57031,1574.1523,451.4375,4723.934,5
30652.92,1634,18.57877,14752,4,41.59375,1574.2109,479.7656,4695.523,5
30652.68,1634,17.53191,14784,5,41.60156,1574.2188,473.9414,4701.332,5
30645.7,1635,10.034014,14752,3,41.60156,1574.2461,483.5117,4691.734,5
30646.1,1634,30.44953,14688,9,41.60547,1574.2617,433.1289,4742.098,5
30647.54,1634,30.71672,14656,8,41.61328,1574.2695,431.1758,4744.035,5
30649.3,1633,20.54561,14656,4,41.61328,1574.2695,473.1367,4702.074,5
30649.8,1633,15.260017,14688,4,41.61328,1574.2734,499.1133,4676.094,5
30656.94,1633,11.744681,14720,8,41.61328,1574.2734,506.5664,4668.641,5
30657.01,1633,14.322034,14720,14,41.61328,1574.2812,465.9219,4709.277,5
30659.87,1631,27.04778,14656,4,41.65234,1574.2812,488.1406,4687.02,5
30662.93,1631,16.227698,14656,4,41.65234,1574.3008,504.9727,4670.168,5
30659.73,1632,11.186441,14656,4,41.68359,1574.2891,497.0039,4678.117,5
30659.53,1632,12.265758,14688,5,41.72266,1574.293,500.6562,4674.422,5
30672.0,1633,11.914894,14688,4,41.72266,1574.3047,514.4102,4660.656,5
30642.55,1633,10.481826,14720,6,41.73047,1574.3008,502.7656,4672.297,5
29969.16,1621,10.829103,14720,6,41.73047,1574.3047,526.9258,4648.133,5
29969.16,1621,10.961214,14688,5,41.74609,1574.3047,519.2344,4655.809,5
30222.16,1622,10.579345,14688,4,41.74609,1574.3516,520.9922,4654.004,5
29962.1,1621,10.504202,14688,8,41.74609,1574.3516,520.0273,4654.969,5
29965.68,1621,11.382799,14656,4,41.76172,1574.3555,539.3984,4635.578,5
29968.45,1621,10.726351,14688,4,41.76172,1574.3555,534.8672,4640.109,5
29967.28,1621,10.989011,14656,5,41.76172,1574.3555,528.5156,4646.461,5
29945.09,1620,11.317568,14624,6,41.76172,1574.3711,527.4492,4647.512,5
29947.85,1621,13.91231,14656,4,41.76172,1574.3711,546.1836,4628.777,5
29960.43,1620,13.050847,14624,6,41.76953,1574.3633,552.5391,4622.422,5
29948.12,1620,14.249578,14560,4,41.76953,1574.3633,543.3984,4631.562,5
29948.36,1620,10.050676,14528,4,41.76953,1574.3633,560.6562,4614.305,5
29946.46,1620,12.647555,14560,4,41.76953,1574.3633,567.0234,4607.938,5
29946.44,1620,10.406091,14560,7,41.79297,1574.3633,561.3555,4613.582,5
29948.32,1620,8.185654,14560,5,41.79297,1574.3633,554.418,4620.52,5
29948.33,1620,11.616162,14592,4,41.80078,1574.3789,559.4805,4615.434,5
29949.92,1621,10.783488,14560,4,41.80078,1577.5234,551.7617,4620.008,5
29947.57,1620,11.176471,14560,8,41.80078,1580.7891,549.3281,4619.176,5
29950.32,1620,20.15113,14528,3,41.94141,1581.0664,555.7734,4612.312,5
30059.34,1620,14.683544,14528,5,41.94141,1581.0703,538.332,4629.75,5
29950.84,1620,13.02521,14560,10,41.94141,1581.0703,540.875,4627.207,5
29950.84,1620,8.706678,14592,7,41.94141,1581.1953,551.6172,4616.34,5
29952.43,1621,8.530405,14624,4,41.94141,1581.1953,554.1875,4613.77,5
29947.09,1620,12.362405,14592,6,41.94922,1581.1953,561.5898,4606.359,5
29969.63,1621,13.175676,14624,4,42.00391,1581.2031,562.6562,4605.23,5
30579.36,1632,58.21398,14656,7,42.76562,1591.4023,463.0039,4693.922,5
30576.21,1632,34.12766,14688,4,42.80078,1597.6992,434.8867,4715.707,5
30581.45,1631,10.753599,14688,4,42.80078,1597.7305,452.3828,4698.18,5
30583.11,1631,30.25424,14688,5,42.86328,1598.0234,396.9492,4753.258,5
30583.17,1631,23.49958,14688,7,42.86328,1598.1016,351.7539,4798.375,5
30584.68,1632,11.139241,14752,4,42.86328,1598.1602,391.5859,4758.484,5
30577.3,1631,10.942761,14752,6,42.86328,1598.168,387.8555,4762.207,5
30571.86,1630,10.690236,14720,5,42.86328,1598.168,396.4102,4753.652,5
30584.31,1631,13.017751,14784,3,42.86328,1598.1719,396.4961,4753.562,5
30582.89,1630,19.67769,14752,10,42.87109,1598.1836,349.9258,4800.113,5
30582.89,1631,19.93215,14720,8,42.87109,1598.1836,348.4453,4801.594,5
30634.46,1638,13.084112,14784,4,42.87109,1598.1875,363.8516,4786.184,5
30593.3,1630,17.811700000000002,14816,9,42.89453,1598.1992,316.3359,4833.664,5
30593.56,1631,18.89831,14848,4,42.89453,1598.207,326.4258,4823.566,5
30593.26,1642,13.763806,14816,4,42.89453,1598.4297,354.5273,4795.242,5
30632.56,1632,22.07131,14912,6,42.90234,1598.5312,292.7969,4856.863,5
30595.0,1632,25.55178,14912,5,42.90234,1598.5391,320.3711,4829.281,5
